num,url,full_url,pubdate,title,description,download_url
307,https://www.thisamericanlife.org/episode/307,https://www.thisamericanlife.org/307/in-the-shadow-of-the-city-2006,"February 3, 2006",In the Shadow of the City (2006),"Stories that take place on the edge of civilization, just out of sight.
",https://stream.thisamericanlife.org/307/e9XbuqeKqREfw0W_pp_d1sUaUnbglm10gSGMapA4K2A/307.mp3
308,https://www.thisamericanlife.org/episode/308,https://www.thisamericanlife.org/308/star-crossed-love,"February 10, 2006",Star-Crossed Love,"In honor of Valentine's Day, This American Life brings you stories of how love blossoms, even when (perhaps) it shouldn't.",https://stream.thisamericanlife.org/308/kUGsRO4f8RuCX3IJtBi_GUy520cthVplnJcrzRQrjeM/308.mp3
309,https://www.thisamericanlife.org/episode/309,https://www.thisamericanlife.org/309/cat-and-mouse,"February 24, 2006",Cat and Mouse,Stories about the kinds of chase games that just never end. From the high California desert to a high-end furniture showroom.,https://stream.thisamericanlife.org/309/hR0poJHjSfItldLa5dZRMAfW5BucyhT35oJptvZRTq4/309.mp3
310,https://www.thisamericanlife.org/episode/310,https://www.thisamericanlife.org/310/habeas-schmabeas,"March 10, 2006",Habeas Schmabeas,"The right of habeas corpus has been a part of our country's legal tradition longer than we've actually been a country. It means that our government has to explain why it's holding a person in custody. But now, the War on Terror has nixed many of the rules we used to think of as fundamental. At Guantanamo Bay, our government initially claimed that prisoners should not be covered by habeas—or even by the Geneva Conventions—because they're the most fearsome enemies we have. But is that true? Is it a camp full of terrorists, or a camp full of our mistakes?
",https://stream.thisamericanlife.org/310/pTXBK2DmJgt7_Brl-MQbo8PEe_t9ULWLvjuHOc9VpLM/310.mp3
311,https://www.thisamericanlife.org/episode/311,https://www.thisamericanlife.org/311/a-better-mousetrap-2006,"April 14, 2006",A Better Mousetrap (2006),"Stories about people trying to find new solutions to age-old problems—solutions that sometimes cause problems of their own.
",https://stream.thisamericanlife.org/311/6m6kYIknh8fwL0BRZMLF13IGsnuMAX-1xqjz8hajW_k/311.mp3
312,https://www.thisamericanlife.org/episode/312,https://www.thisamericanlife.org/312/how-we-talked-back-then,"May 12, 2006",How We Talked Back Then,"In this show we return to two radio programs originally broadcast in 1996 and 1997. In one show, listeners came onstage with their letters, which they read aloud. In another, listeners from around the country talked about all the brand new sorts of experiences they were having with this new technology that had entered everyone's lives, the Internet. Each show, in its way, is a kind of time capsule.
",https://stream.thisamericanlife.org/312/eVE4UbkLcIHuHrCNuQxHbXsSCSUycmW2m-CNsZSGkpY/312.mp3
313,https://www.thisamericanlife.org/episode/313,https://www.thisamericanlife.org/313/parental-guidance-suggested,"May 19, 2006",Parental Guidance Suggested,"Stories about kids who actually want their parents looking out for them.
",https://stream.thisamericanlife.org/313/68VubETX1zOn7N_Rjg0cJqg7HK-dto5qklDfMoQ_wI4/313.mp3
314,https://www.thisamericanlife.org/episode/314,https://www.thisamericanlife.org/314/its-never-over,"June 23, 2006",It's Never Over,"A grown man tries to get to the bottom of why his schoolmates threw him in a lake 20 years earlier. And a woman buys a house on the cheap, with the understanding that the seller will soon vacate. Ten years later, she's still waiting.
",https://stream.thisamericanlife.org/314/U-378xJFtrMqfM3oTjEgsRYe7t4pK2S7XojsFQFe6Sc/314.mp3
315,https://www.thisamericanlife.org/episode/315,https://www.thisamericanlife.org/315/the-parrot-and-the-potbellied-pig,"July 21, 2006",The Parrot and the Potbellied Pig,"Original stories from David Sedaris, Jonathan Goldstein, and others, on two animals who don't even seem like they should know each other, much less appear on the same radio show.
",https://stream.thisamericanlife.org/315/I4NKL-sSjUhLRV_d3t0-_avlCzLgWrFDehho6EyZmc4/315.mp3
316,https://www.thisamericanlife.org/episode/316,https://www.thisamericanlife.org/316/the-cat-came-back,"August 18, 2006",The Cat Came Back,"True stories that follow the plotline of the old kid's song ""The Cat Came Back."" It's the simplest plot in the world: Something you thought was gone forever keeps returning, against all odds.",https://stream.thisamericanlife.org/316/fcB_xv6j9oS2Ft2CCKZEf95EoZPF0hQGXhDT8_49D2E/316.mp3
317,https://www.thisamericanlife.org/episode/317,https://www.thisamericanlife.org/317/unconditional-love,"September 15, 2006",Unconditional Love,"Can love be taught? A family uses a controversial therapy to train their son to love them. And other stories about the hard and sometimes painful work of loving other people.
",https://stream.thisamericanlife.org/317/3CpoWT7WJVClRrty8-F8N28_VAaiHevfZKhbzBukqKI/317.mp3
318,https://www.thisamericanlife.org/episode/318,https://www.thisamericanlife.org/318/with-great-power,"October 6, 2006",With Great Power,"A family wishes for years that they could do something to stop their neighbor's shocking behavior. Suddenly they get the power to decisively change things forever...and they have to decide whether they will. This, and other stories of everyday people who get saddled with great power—and the great sense of responsibility that goes with it.",https://stream.thisamericanlife.org/318/5qxFM2EQ8IsMSfGMDT9O1-vDsg8z2n7mGua20I4Z5T0/318.mp3
319,https://www.thisamericanlife.org/episode/319,https://www.thisamericanlife.org/319/and-the-call-was-coming-from-the-basement,"October 27, 2006",And the Call Was Coming from the Basement,"For the week leading up to Halloween, scary stories that are all true. Kidnappings, zombie raccoons, haunted houses—real haunted houses!—and things that go ""EEEEK!!!"" in the night. Plus, a story by David Sedaris, in which he walks among the dead.
",https://stream.thisamericanlife.org/319/MufWjlbvaKRwdMz08sNyqvw6C0x9oqL4ZaoR1qnXS84/319.mp3
320,https://www.thisamericanlife.org/episode/320,https://www.thisamericanlife.org/320/whats-in-a-number-2006-edition,"November 3, 2006",What’s In A Number? — 2006 Edition,"Recently, the British medical journal The Lancet published an study which updated their estimate of the number of Iraqis who've died since the U.S. invasion. With that in mind, we revisit a show we did in 2005 about the earlier study published in Lancet estimating the number of Iraqi deaths. That study was mostly ignored in the U.S. Alex Blumberg revisits the original study and looks at the new one.
",https://stream.thisamericanlife.org/320/U_V22CqxO6GO4ZSMzfQ4JZROPuGRScM3_Nb5pv2C-H8/320.mp3
321,https://www.thisamericanlife.org/episode/321,https://www.thisamericanlife.org/321/sink-or-swim,"December 1, 2006",Sink or Swim,"Stories of people who are in over their heads and trying to stay afloat.
",https://stream.thisamericanlife.org/321/eGTGSeP1DxFCBxF-TiZCw8v3ILaeK6-LN8MilleeVug/321.mp3
322,https://www.thisamericanlife.org/episode/322,https://www.thisamericanlife.org/322/shouting-across-the-divide,"December 15, 2006",Shouting Across the Divide,"A Muslim woman persuades her husband that their family would be happier if they left the West Bank and moved to America. They do, and things are good...until September 11. After that, the elementary school their daughter goes to begins using a textbook that says Muslims want to kill Christians.
",https://stream.thisamericanlife.org/322/_7Ffw4yuD5D2G_Fjc95BuI99fQfaNsluUJyqgPlAC9U/322.mp3
323,https://www.thisamericanlife.org/episode/323,https://www.thisamericanlife.org/323/the-super,"January 5, 2007",The Super,"Stories of the mysterious hold supers have on their buildings, or their buildings have on them.
",https://stream.thisamericanlife.org/323/j1Q4Cf94G9xLKfwlZHsoE9ZBF224p09X52kGYQjzxvY/323.mp3
324,https://www.thisamericanlife.org/episode/324,https://www.thisamericanlife.org/324/my-brilliant-plan,"January 26, 2007",My Brilliant Plan,"An American reporter in Iraq decides to rent a house in a residential Baghdad neighborhood rather than live in a hotel and be an easy target for insurgents. And an eleven-year-old boy figures out an ingenious way to see his dead father again. Big ideas gone amok.
",https://stream.thisamericanlife.org/324/K0AwJoynLewStQFPtBKZ_PDflnkZm__1UAF9Bdg9mos/324.mp3
325,https://www.thisamericanlife.org/episode/325,https://www.thisamericanlife.org/325/houses-of-ill-repute,"February 2, 2007",Houses of Ill Repute,"An old man in Brooklyn invites some homeless prostitutes into his house on a cold winter night. They never leave. Plus other stories about houses, such as the United States Congress, where the inhabitants don't always act as they should.",https://stream.thisamericanlife.org/325/nO69XFI44HjEAp7QZ5D6ei52zehdQxdf4gkmU7YNDo4/325.mp3
326,https://www.thisamericanlife.org/episode/326,https://www.thisamericanlife.org/326/quiz-show,"February 16, 2007",Quiz Show,"A man with social anxiety goes through a transformation on a TV game show, a young woman with high ideals has them dashed by a TV game show, and teams compete to solve some of the hardest puzzles in the world, for fun.",https://stream.thisamericanlife.org/326/A3uA1PmMkxurmVfP1Q7E0BUkNTT0sj3-pUnBmdgAvdc/326.mp3
327,https://www.thisamericanlife.org/episode/327,https://www.thisamericanlife.org/327/by-proxy,"March 9, 2007",By Proxy,"Stories of proxy fights, proxy arguments, and proxy situations of all kinds.",https://stream.thisamericanlife.org/327/ILlVWSSgLu8yZqtuee9Mfauvlyc_PINAAnONZiZeK78/327.mp3
328,https://www.thisamericanlife.org/episode/328,https://www.thisamericanlife.org/328/what-i-learned-from-television,"March 16, 2007",What I Learned from Television,"Stories recorded during our 2007 live tour. Sarah Vowell, David Rakoff, Dan Savage, and other favorite contributors went on the road with us to New York, Boston, Minneapolis, Chicago, Seattle, and Los Angeles; and performed brand-new stories in front of sold-out audiences.
",https://stream.thisamericanlife.org/328/zC1GIGosED6Y_2Xt9FnQphhigzF-k6xayKxkWS2roj8/328.mp3
329,https://www.thisamericanlife.org/episode/329,https://www.thisamericanlife.org/329/nice-work-if-you-can-get-it,"April 6, 2007",Nice Work If You Can Get It,"Stories of sudden fame, quick riches, and the downside of the dream job.",https://stream.thisamericanlife.org/329/KXmmoR-BSbWW0iaQW3WTFzq3o2FuHNLZYdDMqN4jCMI/329.mp3
330,https://www.thisamericanlife.org/episode/330,https://www.thisamericanlife.org/330/my-reputation,"April 13, 2007",My Reputation,"Stories of people trying to recover from damage to their reputations—sometimes caused by others, sometimes self-inflicted.",https://stream.thisamericanlife.org/330/cESnthUqRsgpqUNKRm2-RfVIKtHL__kOtu6I4Y9Lrsc/330.mp3
331,https://www.thisamericanlife.org/episode/331,https://www.thisamericanlife.org/331/habeas-schmabeas-2007,"April 27, 2007",Habeas Schmabeas (2007),"An updated version of our episode ""Habeas Schmabeas,"" which won a 2006 Peabody Award. Listen to a special, uncut version.
",https://stream.thisamericanlife.org/331/v8Yt1vMcZDqyBPwP46FIQN8vh-9AfcFCKu-LpPOsXEY/331.mp3
332,https://www.thisamericanlife.org/episode/332,https://www.thisamericanlife.org/332/the-ten-commandments,"May 4, 2007",The Ten Commandments,"Stories of people struggling to follow the Ten Commandments from the book of Exodus.
",https://stream.thisamericanlife.org/332/D6PgS0nBYX7hQT1eknku9E-VcOpVGJXDl3ik0ccExfk/332.mp3
333,https://www.thisamericanlife.org/episode/333,https://www.thisamericanlife.org/333/the-center-for-lessons-learned,"May 25, 2007",The Center for Lessons Learned,"Four years into the Iraq War, what have we learned? Soldiers, civilians, Iraqis, and Americans talk—and sometimes yell—about what they've learned in the last few years...including how to stay alive and why the aftermath of a war can be the trickiest time of all.
",https://stream.thisamericanlife.org/333/U7Gn7eBt_HXdvlNNow_gj0GfsTXsj5Dh9vQqnGdUD6Q/333.mp3
334,https://www.thisamericanlife.org/episode/334,https://www.thisamericanlife.org/334/duty-calls,"June 1, 2007",Duty Calls,"Josh's mother and younger brother were a mess. His mother drank too much. His brother got arrested a lot. Josh hadn't lived with them since he was nine, and they didn't play much of a role in his daily life—until duty called, and they took over his life.
Josh told the sequel to this story at our live show in 2014.
",https://stream.thisamericanlife.org/334/whqC-FPZAnx_GZ-tS_bi0ncM5zBX7dTyiSx2lPcapFo/334.mp3
335,https://www.thisamericanlife.org/episode/335,https://www.thisamericanlife.org/335/big-wide-world,"June 15, 2007",Big Wide World,"When he was a teenager, Haider worked in the Iraqi Ministry of Information. He was specially trained to talk to visiting dignitaries and foreign reporters, and he loved his job. It was exciting, and he was treated like a celebrity.
",https://stream.thisamericanlife.org/335/DYL-CTXjZSJa9FLkF8kKoylVTXDX_JmXgJvxyWGb0Ko/335.mp3
